gene_name	E10.5_Brain	E12.5_Brain	E14.5_Brain	E16.5_Brain	P0_Brain	P21_Brain	8W_Brain
Ywhah	281.140931	333.2976202	539.5684048	644.47244	730.1317508	1384.71629	1266.243313
Sart3	60.63824003	56.03524213	50.5535615	49.34552598	41.06556082	19.65317804	33.27068984
E2f2	11.02513455	12.77603521	5.617062389	2.318246187	2.436092591	0.333104712	0
Slfn3	1.503427439	1.120704843	0.991246304	0.662356053	1.044039682	0	0.978549701
Nars2	12.02741951	11.4311894	9.25163217	10.59769686	11.13642327	8.327617812	11.25332156
Slc35b4	12.77913323	12.32775327	13.21661739	13.5782991	8.004304228	9.660036662	13.69969582
Dnah1	3.257426117	4.706960339	7.929970431	3.311780267	4.524171955	2.6648377	7.82839761
Dalrd3	23.05255406	26.67277526	33.70237433	42.39078742	36.54138887	62.62368594	62.62718088
Fis1	239.5461052	318.2801753	273.2535644	289.1184173	380.0304442	444.0285817	311.6680799
Plod1	12.27799075	16.58643167	27.09406564	20.53303766	16.35662168	27.98079585	19.08171917
Rab3d	3.507997357	8.965638741	13.87744825	30.79955649	20.18476718	9.326931949	8.317672461
Mfsd3	3.758568597	2.241409685	4.956231519	8.941806722	9.396357137	13.65729321	7.82839761
Slc25a22	22.80198282	38.77638756	75.66513453	70.87209772	79.34701582	145.8998641	162.9285253
Atp6ap1	45.85453688	79.34590286	182.0589045	195.7262138	262.4019734	389.3994089	360.1062901
Dnase1l1	1.503427439	0.896563874	2.643323477	2.649424214	2.436092591	1.33241885	3.424923954
Aldh3a1	0	0	0	0	1.044039682	0.666209425	0.978549701
Ccl9	2.004569918	2.689691622	1.982492608	3.642958294	2.088079364	10.6593508	4.892748506
Scrn1	32.32368993	64.104317	111.3500015	124.19176	113.4523121	96.2672619	119.3830636
BC005537	71.41280334	115.4325988	149.6781919	137.7700591	89.09138619	66.28783778	117.4259642
Isyna1	100.9802096	64.104317	76.98679627	74.18387799	78.30297614	45.3022409	28.37794134
Hars2	17.03884431	24.65550654	28.41572738	19.8706816	17.05264814	14.98971206	22.01736828
Cacng2	0	0.224140969	0.991246304	1.98706816	3.132119046	6.662094249	8.317672461
Tmem160	59.63595507	69.70784121	72.36098018	99.35340802	149.993701	199.1966181	116.9366893
Rab5c	50.61539044	55.5869602	72.69139562	86.768643	93.26754491	77.28029329	74.85905215
Styxl1	0.751713719	0.224140969	0.660830869	0.331178027	0.696026455	0.666209425	0
Mdh2	259.0906619	295.8660785	373.6998566	379.1988406	437.1046135	543.293786	410.9908745
H13	64.14623738	99.96687196	114.3237404	117.5681995	130.5049602	72.28372261	43.05618686
Rnf145	88.45164764	101.3117178	113.3324941	106.9705026	113.8003253	67.95336134	85.13382401
Scn1b	0.50114248	2.913832591	11.23412478	16.89007936	42.1096005	642.8920951	614.0399375
Atp6v1e1	124.5339062	221.002995	233.6037123	270.2412698	296.5072696	717.5075507	524.5026399
Chtf18	18.79284298	12.32775327	3.304154346	3.311780267	3.480132273	1.33241885	0.978549701
Lhx9	12.27799075	67.01814959	104.0808619	44.04667756	39.67350791	4.663465975	5.871298208
Etnppl	0	0	0	0	0	7.661408387	22.99591798
Rps6kl1	0.751713719	4.706960339	21.80741869	20.20185963	30.625164	30.97873826	24.95301738
Ppp1r12c	31.82254745	40.12123337	46.25816085	53.98201836	47.32979891	80.2782357	95.89787072
Ahr	1.002284959	2.465550654	5.947477823	3.311780267	2.784105818	8.327617812	7.33912276
Map1s	23.05255406	27.34519816	37.00652868	29.80602241	30.97317723	26.98148171	54.30950842
Dpep1	4.510282316	0.224140969	0.660830869	0.99353408	0.348013227	0.333104712	0
Tmem129	16.28713059	21.74167395	13.54703282	16.55890134	18.09668782	30.64563355	26.91011679
Nop9	36.83397225	35.19013206	25.44198847	25.50070806	25.75297882	10.32624609	8.806947311
Hsd17b1	0	0.224140969	0	0	0	0	0
Atp6v0a1	19.5445567	37.65568271	120.6016336	95.71044973	122.1526428	165.8861468	322.9214014
Psmc3ip	58.88424135	45.72475758	14.53827912	16.55890134	12.87648941	7.661408387	5.382023357
Grb7	2.756283638	0	1.652077173	1.324712107	2.436092591	2.331732987	3.424923954
Noxo1	1.252856199	2.241409685	3.304154346	2.318246187	3.480132273	1.665523562	1.467824552
Aoc3	0.25057124	0	0	0.331178027	0.348013227	0.333104712	0.489274851
Zfp687	15.53541687	16.81057264	10.24287847	11.92240896	12.87648941	8.993827237	12.72114612
Gdpd2	5.763138515	8.517356804	25.11157303	14.57183318	14.61655555	4.996570687	1.467824552
D8Ertd738e	244.8081013	180.4334797	148.3565301	165.5890134	169.4824417	216.5180631	138.4647827
Sec14l4	0	0	0.991246304	0.662356053	0	1.665523562	0
Calm3	366.3351526	674.8884562	959.5264222	1029.632485	1551.442967	1856.059458	1581.336317
Cops3	210.9809839	213.830484	127.8707732	131.4776766	139.2052909	113.9218117	84.15527431
Fkbp8	212.9855538	285.5555939	269.6189947	342.1069016	407.5234892	602.5864249	379.1880092
Ddx39b	450.0259467	446.9370913	381.629827	357.3410908	280.4986612	142.5688169	184.9458935
Gipc1	102.4836371	95.70819356	72.69139562	83.45686274	86.30728037	123.2487436	57.24515752
Tlcd1	3.507997357	2.241409685	1.652077173	4.967670401	8.004304228	19.98628275	11.74259642
Plscr3	34.57883109	36.3108369	37.00652868	41.06607532	34.10529627	10.32624609	16.14607007
Ptger1	0	0	0.330415435	0.331178027	0.348013227	0	0
Arhgef25	40.84311208	43.25920693	47.57982259	59.61204481	42.45761373	70.95130376	182.0102444
Xab2	38.08682845	46.17303952	34.69362064	43.05314348	29.58112432	24.98285343	39.6312629
Cdc37	276.6306487	209.5718056	160.2514858	188.1091192	181.3148914	182.5413824	163.4178001
Rab4a	21.54912662	27.7934801	37.99777498	47.35845782	43.50165341	65.62162836	47.45966051
