gene_name	E10.5_Brain	E12.5_Brain	E14.5_Brain	E16.5_Brain	P0_Brain	P21_Brain	8W_Brain
Trmt1	38.08682845	43.93162983	46.58857628	52.32612822	60.20628832	36.30841366	44.52401141
Nacc1	71.1622321	62.98361216	58.48353193	51.66377217	50.46191796	49.29949744	78.2839761
Nfix	1.002284959	49.31101308	65.09184062	159.9589869	68.55860578	36.30841366	218.7058582
Slc1a5	23.80426778	14.79330392	9.582047604	9.604162775	5.568211637	1.33241885	2.935649104
Uba1	250.5712398	379.0223778	574.9228563	421.9208061	364.369849	167.5516704	267.1440684
Vwf	2.756283638	3.362114528	6.608308693	2.318246187	4.176158727	2.331732987	3.914198805
Siae	4.009139837	4.034537434	4.956231519	4.636492374	4.176158727	6.328989537	13.21042097
Vsig2	0.25057124	0.448281937	0.330415435	1.655890134	0	0.333104712	1.467824552
Esam	13.02970447	15.01744489	24.45074216	29.80602241	23.31688623	17.32144505	8.806947311
Spa17	10.77456331	11.87947133	15.19910999	12.58476502	11.13642327	5.329675399	3.914198805
Fam50a	38.33739969	42.58678402	45.26691454	42.39078742	41.41357405	17.65454976	25.93156708
Emd	91.20793128	83.38044029	61.78768628	67.22913943	57.4221825	62.95679066	61.15935633
Taco1	14.78370315	11.87947133	11.56454021	13.24712107	9.048343909	9.660036662	14.18897067
Grik3	2.756283638	16.3622907	40.64109846	41.06607532	29.23311109	18.6538639	36.20633895
Gria3	2.505712398	5.603524213	19.82492608	19.20832555	18.44470105	68.95267548	153.1430282
Npas1	0.25057124	1.793127748	2.643323477	8.941806722	13.22450264	9.660036662	9.296222162
Sipa1l2	19.29398546	44.37991177	52.20563867	34.11133675	20.18476718	19.32007332	35.7170641
Ap4e1	7.767708433	7.62079293	13.54703282	11.59123094	6.264238091	3.331047125	7.33912276
Blvra	15.53541687	20.17268717	18.1728489	16.55890134	23.66489946	39.9725655	31.31359044
Pdzd4	11.77684827	62.98361216	146.3740375	144.3936197	130.156947	58.62642939	83.17672461
Srpk3	0.25057124	0	1.321661739	0.99353408	0	3.664151837	3.914198805
Idh3g	133.805042	138.7432595	133.4878356	142.7377295	144.0774761	196.8648851	195.7099403
Pnck	6.514852234	30.70731269	80.62136605	96.37280578	114.844365	126.246686	49.41675991
Ssr4	143.3267492	134.0362992	108.3762626	137.4388811	198.7155528	172.8813458	103.2369935
Bcap31	95.96878484	66.34572669	75.3347191	56.30026455	62.29436768	84.60859697	85.62309886
Fam98a	54.62453027	58.27665182	44.93649911	43.3843215	41.76158727	30.31252883	41.09908745
Ltbp2	0	0.224140969	1.321661739	0.662356053	0.348013227	0	0.489274851
Kmt2a	21.29855538	33.62114528	50.88397693	35.10487083	17.05264814	11.99176965	34.7385144
Ift46	63.14395243	86.96669579	82.27344322	104.3210784	88.74337296	80.61134042	40.6098126
Tmem25	2.004569918	2.241409685	7.599554996	8.610628695	10.44039682	46.96776446	63.60573058
Cd3g	0	0	0	0	0	0	0
Trappc6a	19.79512794	20.17268717	21.47700325	18.21479147	24.70893914	23.9835393	10.76404671
Supt6	38.58797093	39.44881046	55.50979302	48.3519919	38.62946823	40.30567021	81.21962521
Spag5	51.36710416	35.86255496	12.22537108	11.26005291	9.744370364	4.330361262	2.935649104
Unc119	60.38766879	80.24246673	80.95178148	97.69751789	140.9453571	62.62368594	33.75996469
Rab34	53.12110283	24.87964751	37.00652868	41.06607532	44.19767987	23.9835393	18.59244432
Sdf2	59.88652631	70.15612315	73.35222649	83.45686274	105.0999946	100.5976232	71.43412819
Ccne1	49.61310548	19.50026426	11.89495565	10.26651883	11.4844365	14.65660735	20.54954373
Hsf2bp	0	0.672422906	0.330415435	0.331178027	0.696026455	0.666209425	0.489274851
Bbc3	15.03427439	14.79330392	28.41572738	47.35845782	55.68211637	8.660722524	7.82839761
Mybpc3	11.27570579	0	16.52077173	0	1.392052909	0.333104712	0.489274851
Psmc3	265.8560854	213.1580611	168.8422871	173.868464	191.407275	199.8628275	208.4310864
Acp2	20.7974129	28.91418494	30.72863542	32.45544662	29.23311109	34.97599481	47.45966051
Rapsn	0.751713719	0.896563874	1.321661739	1.655890134	1.044039682	1.665523562	0.978549701
Slc39a13	10.02284959	8.965638741	19.16409521	16.22772331	18.79271427	23.31732987	25.93156708
Celf2	42.847682	142.105374	176.7722575	196.3885699	86.30728037	63.95610479	127.2114612
Nr1h3	1.753998678	1.793127748	3.304154346	2.980602241	2.784105818	4.330361262	3.424923954
Ddb2	3.257426117	7.844933899	6.938724127	5.630026455	8.700330682	6.662094249	7.33912276
Spi1	2.756283638	4.258678402	3.634569781	5.630026455	3.8281455	4.330361262	8.806947311
Sf3a1	49.111963	56.70766504	39.64985216	37.09193899	27.14503173	18.32075919	32.29214014
Stat6	7.767708433	3.810396465	6.608308693	4.636492374	6.960264546	2.331732987	6.849847909
Clgn	0.50114248	2.465550654	7.599554996	8.610628695	6.960264546	5.995884824	4.892748506
Napsa	0.50114248	0.224140969	3.304154346	0	0.348013227	1.998628275	1.957099403
Vrk3	24.30541026	23.75894266	17.1816026	21.52657174	23.31688623	27.64769113	22.50664313
Smg9	9.271135872	12.77603521	23.45949586	20.86421568	20.88079364	20.65249217	31.31359044
Paxip1	28.56512134	26.67277526	24.45074216	25.16953003	19.48874073	19.32007332	27.39939164
Rmnd5a	34.82940233	26.89691622	30.72863542	21.52657174	17.05264814	31.64494768	64.09500543
Mov10	4.760853556	4.482819371	6.608308693	2.318246187	5.916224864	2.331732987	3.914198805
Ppm1j	1.002284959	0.448281937	1.321661739	1.655890134	1.044039682	0.999314137	0
Rhoc	91.959645	56.03524213	51.87522324	50.67023809	46.63377246	32.31115711	14.67824552
Prr27	0	0	0	0	0	0	0
Tead3	14.53313191	6.05180615	7.269139562	8.279450668	2.436092591	2.331732987	1.467824552
Ppard	11.77684827	9.413920678	11.23412478	9.272984749	10.78841005	15.65592149	17.12461977
Def6	2.004569918	3.810396465	6.608308693	7.285916588	8.004304228	4.330361262	1.467824552
Peg3	85.19422153	82.48387642	144.0611295	86.768643	76.91092323	92.60311007	139.9326073
Zim1	3.758568597	4.706960339	13.54703282	10.92887488	9.744370364	0.999314137	1.467824552
Metrn	177.655009	70.60440509	66.41350236	65.90442732	97.44370364	106.593508	75.348327
Lmf1	9.772278352	9.413920678	13.21661739	13.5782991	12.87648941	19.65317804	13.21042097
Ciao3	12.52856199	18.60370039	18.50326434	22.52010582	19.1407275	37.97393722	23.97446768
Angptl4	22.0502691	11.4311894	16.52077173	18.21479147	22.968873	4.663465975	2.446374253
Dbf4	86.44707773	56.2593831	15.85994086	12.91594304	8.004304228	0.666209425	0.978549701
Daxx	31.32140497	33.84528625	37.33694411	43.3843215	32.36523014	9.993141374	17.12461977
Cd320	57.13024267	42.13850208	32.38071259	33.11780267	43.15364018	41.63808906	16.63534492
Ipo4	35.33054481	29.36246688	57.49228563	50.67023809	52.89801055	25.98216757	34.24923954
Tm9sf1	21.79969786	31.15559463	32.38071259	32.45544662	32.71324336	24.31664401	32.29214014
Rec8	0.25057124	0.224140969	1.652077173	1.324712107	1.044039682	0	1.957099403
Irf9	5.763138515	5.827665182	9.912463039	11.26005291	6.612251318	6.328989537	5.871298208
Gmpr2	50.61539044	39.22466949	28.08531194	37.75429505	26.10099205	26.648377	27.88866649
Mdp1	32.32368993	40.12123337	47.91023802	51.66377217	52.54999732	41.30498435	39.6312629
Dhrs1	38.83854217	41.91436112	39.98026759	54.64437441	55.33410314	83.94238754	75.348327
Ncan	10.02284959	75.08722446	184.702228	113.5940632	80.73906873	35.64220423	79.2625258
Tmem161a	25.8088377	25.32792944	19.82492608	31.13073451	34.80132273	30.97873826	23.97446768
Armc6	19.04341422	36.75911884	55.17937758	85.4439309	111.0162195	45.96845032	29.35649104
Borcs8	30.82026249	44.60405274	40.97151389	45.37138966	43.15364018	41.63808906	40.12053775
Slc25a42	1.753998678	2.241409685	8.921216735	5.298848428	5.568211637	9.326931949	19.08171917
Snx9	19.29398546	10.31048455	12.55578652	11.26005291	9.744370364	10.99245551	9.296222162
Ranbp3	81.18508169	89.65638741	85.908013	78.82037036	91.875492	65.28852364	71.43412819
Ndufa11	210.4798414	206.657973	247.811576	253.0200124	335.8327643	406.0546445	282.8008637
Bmp8b	0.50114248	0	0	0.331178027	0.348013227	0	0
Nr2f6	119.2719101	52.6731276	46.91899172	68.88502956	86.65529359	55.29538227	48.92748506
Use1	90.7067888	128.6569159	124.8970343	155.3224945	168.438402	141.9026075	120.8508881
Ocel1	3.257426117	5.379383245	9.582047604	18.21479147	28.18907141	39.9725655	2.935649104
Dyrk1b	10.52399207	14.12088102	16.52077173	8.610628695	11.83244973	17.65454976	17.12461977
Braf	12.77913323	12.32775327	24.12032673	20.20185963	14.26854232	24.64974872	68.49847909
Ndufb2	241.3001039	248.7964751	254.4198847	344.0939698	525.4999732	660.2135401	311.6680799
Hltf	23.3031253	28.465903	13.54703282	17.22125739	10.09238359	7.661408387	17.12461977
Prpf6	58.38309887	62.31118925	61.12685541	57.95615468	45.937746	30.97873826	48.92748506
Rgs19	27.31226514	19.05198233	22.79866499	27.81895425	39.32549468	22.65112045	23.97446768
Rgs20	1.252856199	7.62079293	9.25163217	6.954738561	9.744370364	14.98971206	38.16343835
Abhd3	0.751713719	0.896563874	1.982492608	0.99353408	10.09238359	63.62300008	52.84168387
Snrpd1	471.8256445	348.3150651	218.7350177	187.7779412	140.5973438	73.94924617	69.96630364
Tchp	10.27342083	14.79330392	15.52952543	14.9030112	12.18046296	3.99725655	5.382023357
Tiam1	9.271135872	15.46572683	27.75489651	26.16306411	9.048343909	28.98010998	49.41675991
Tsc2	26.05940894	37.65568271	65.42225606	46.69610177	29.23311109	24.31664401	75.83760185
Rpl3l	0	0	0.330415435	0.331178027	0	0.333104712	0
Nherf2	15.53541687	10.08634358	22.79866499	29.47484438	40.36953437	57.62711526	38.6527132
Puf60	270.616939	254.3999993	224.0216647	234.4740429	222.7284655	189.2034767	163.907075
Golga2	19.04341422	27.34519816	39.98026759	34.11133675	37.93344177	37.64083251	56.26660782
Uck1	40.59254084	49.75929501	56.83145476	60.27440087	77.60694968	55.62848698	42.07763715
Scin	0	0	0	0	0.348013227	0.333104712	0.489274851
Ikzf4	2.004569918	5.827665182	29.07655825	13.24712107	5.568211637	2.331732987	6.849847909
Mien1	57.38081391	100.1910129	122.9145417	144.3936197	177.4867459	201.528351	134.5505839
Pon1	0	0	0	0	1.392052909	0.999314137	0.978549701
Axl	14.78370315	21.74167395	18.1728489	14.24065515	14.61655555	14.65660735	26.91011679
Tgfb1	7.767708433	5.379383245	12.22537108	7.948272642	4.176158727	4.996570687	7.82839761
Ccdc97	25.05712398	34.74185012	45.59732998	30.13720043	34.80132273	22.31801574	28.86721619
Zfp40	7.015994714	8.517356804	16.85118717	13.90947712	7.308277773	4.330361262	10.76404671
Akap8l	23.05255406	31.15559463	58.48353193	56.63144257	48.72185182	41.97119377	91.49439707
Shh	37.83625721	17.48299555	12.55578652	3.311780267	5.220198409	3.664151837	1.957099403
Pdcd2l	29.06626381	37.20740078	33.70237433	45.70256769	44.89370632	27.98079585	22.01736828
Gtf2f1	76.42422813	70.60440509	59.47477823	70.20974167	54.98608991	65.62162836	57.24515752
Clpp	78.92994053	78.67347995	81.28219692	90.4116013	100.9238359	117.5859635	79.2625258
Alkbh7	24.80655274	25.55207041	35.68486694	43.05314348	53.94205023	52.63054457	26.42084193
Dennd1c	1.503427439	4.706960339	8.921216735	6.292382508	5.916224864	0	0.489274851
Med6	78.42879805	57.60422891	28.74614281	26.49424214	28.18907141	21.98491102	15.16752037
Prkd1	6.013709755	7.396651962	2.973738912	4.967670401	3.8281455	4.996570687	8.806947311
Lcp2	0.50114248	1.56898678	1.652077173	3.311780267	2.088079364	0.333104712	1.467824552
Cse1l	216.4935512	148.8296031	72.03056475	78.48919234	57.4221825	49.63260216	39.6312629
Naa20	69.9093759	72.6216738	47.91023802	56.63144257	80.73906873	105.2610891	73.88050245
Prkra	72.91623078	84.27700417	70.70890301	81.8009726	85.26324069	25.64906286	17.61389462
Fkbp7	6.765423474	6.724229056	5.617062389	8.610628695	6.264238091	6.662094249	3.914198805
Plekha3	12.52856199	19.72440523	19.49451064	21.52657174	18.79271427	18.98696861	36.6956138
Ykt6	87.95050516	124.8465195	163.8860556	174.5308201	207.4158835	86.94032995	64.09500543
Baz1b	105.2399207	106.2428191	80.62136605	62.26146903	40.71754759	25.98216757	65.07355513
Pex6	32.32368993	45.05233467	43.94525281	48.3519919	37.93344177	39.30635607	60.18080663
Mrpl2	68.15537722	57.60422891	47.24940715	48.02081388	52.20198409	63.95610479	41.09908745
Mea1	134.3061845	157.1228189	162.5643938	198.375638	316.3440236	246.4974872	120.3616133
Gnmt	0.25057124	0.224140969	0.660830869	0.99353408	3.132119046	1.665523562	3.914198805
Grin2d	0.25057124	4.034537434	41.9627602	24.17599595	26.10099205	6.995198962	10.27477186
Kdelr1	75.17137194	89.20810548	91.19465996	85.4439309	106.8400608	65.62162836	73.3912276
Tmem143	7.015994714	5.603524213	13.21661739	12.25358699	18.79271427	18.32075919	19.08171917
Ggct	11.02513455	6.05180615	12.88620195	12.58476502	13.57251586	32.64426182	22.50664313
Jag2	6.264280995	13.00017617	21.80741869	37.09193899	26.44900527	12.65797907	14.67824552
Btbd6	9.772278352	19.27612329	31.71988172	35.43604886	40.02152114	49.63260216	65.56282999
Nudt14	45.10282316	32.50044044	25.7724039	38.08547307	29.92913755	28.64700527	14.18897067
Epdr1	8.769993392	15.24158586	11.89495565	15.89654528	22.62085977	94.93484305	117.4259642
Flii	33.32597489	33.84528625	42.29317563	45.04021164	32.71324336	19.65317804	42.07763715
Top3a	10.02284959	8.069074867	5.286646954	4.967670401	3.480132273	1.665523562	2.935649104
Atg4d	17.53998678	27.56933913	22.79866499	25.16953003	25.75297882	39.30635607	30.33504074
Qtrt1	34.57883109	27.7934801	22.46824955	27.15659819	20.18476718	11.99176965	15.65679522
Plin4	0	0	0.991246304	0	0	0.999314137	2.446374253
Hdgfl2	67.4036635	79.57004383	74.67388823	67.56031745	67.16655287	40.30567021	49.90603476
Chaf1a	59.38538383	31.82801753	11.56454021	10.59769686	5.220198409	2.997942412	2.446374253
Adprh	107.9962043	141.8812331	158.5994086	156.6472066	164.9582697	155.5599007	118.4045139
Tmem39a	30.31912001	21.29339201	15.85994086	14.57183318	10.44039682	3.99725655	7.33912276
Timmdc1	25.55826646	32.94872237	22.79866499	26.16306411	14.61655555	18.32075919	23.97446768
Pla1a	0.50114248	0.224140969	0	1.655890134	1.392052909	0.666209425	1.467824552
Mcm2	170.8895855	106.0186781	29.07655825	30.13720043	19.83675396	3.331047125	5.871298208
Tpra1	10.52399207	14.12088102	18.83367977	15.23418923	14.26854232	19.32007332	22.99591798
Nab1	7.015994714	7.844933899	20.81617238	16.55890134	11.4844365	11.32556022	16.14607007
Adgre5	5.763138515	6.05180615	7.599554996	6.623560535	4.176158727	2.997942412	3.424923954
Il17ra	1.753998678	2.465550654	3.964985216	2.649424214	1.392052909	7.994513099	11.74259642
Lamb1	30.56969125	19.9485462	34.69362064	35.76722689	12.52847618	4.996570687	10.76404671
Kcnn1	9.271135872	19.05198233	17.84243347	17.55243542	21.57682009	16.65523562	13.69969582
Arrdc2	2.756283638	4.258678402	4.625816085	5.961204481	5.916224864	10.99245551	15.16752037
Ppp1r17	8.519422153	9.18977971	4.29540065	1.98706816	1.740066136	1.33241885	0
Cd36	1.252856199	2.017268717	9.582047604	3.642958294	1.044039682	0.333104712	0.489274851
Map2k7	27.81340762	35.86255496	37.33694411	39.41018518	28.88509786	46.63465975	56.26660782
Timm44	58.13252763	35.41427303	36.67611324	36.09840491	34.80132273	47.30086917	42.07763715
Ap2a2	56.87967143	72.39753284	113.9933249	120.2176237	86.65529359	98.59899489	180.053145
Pnkp	12.52856199	21.06925104	12.88620195	21.85774976	21.92483332	20.65249217	14.18897067
Med25	73.6679445	95.03577066	103.7504465	88.09335511	83.87118778	54.62917284	75.83760185
Bcam	35.58111605	8.965638741	15.19910999	14.24065515	20.53278041	10.99245551	11.25332156
Clptm1	61.13938251	77.10449317	122.5841262	131.8088546	164.6102565	185.5393248	134.0613091
Relb	1.503427439	4.482819371	4.956231519	5.961204481	5.568211637	5.995884824	4.892748506
Tomm40	86.44707773	70.60440509	82.60385866	77.82683628	129.8089338	111.9231834	83.17672461
Apoe	71.91394582	90.77709226	235.9166203	497.0982181	1614.781375	3396.335648	2284.913552
Apoc2	0	0	0	0.331178027	2.088079364	0.333104712	0
Hbp1	63.89566614	62.31118925	42.62359107	36.42958294	25.40496559	19.65317804	23.48519283
Prkar2b	46.35567936	99.51859003	173.4681032	207.3174447	168.438402	51.63123043	56.75588267
Cdkn1b	59.88652631	136.9501318	80.95178148	116.9058434	72.7347645	30.97873826	68.98775394
Klf4	3.006854877	3.362114528	5.286646954	7.285916588	4.176158727	3.99725655	4.892748506
Ap1m1	89.70450384	128.6569159	162.8948093	157.9719188	148.6016481	65.95473307	56.26660782
Rab8a	84.69307905	82.48387642	54.51854671	55.63790849	70.99469837	48.96639273	32.29214014
Hmgn2	1910.605703	1836.386955	879.8963024	860.4005135	578.3979838	174.879974	164.8856247
Fam32a	78.42879805	104.0014094	95.49006061	84.11921879	86.30728037	66.62094249	55.28805812
Elf3	1.252856199	0.448281937	0.330415435	0.662356053	0	0	0
Cyp2c29	0	0	0	0	0	0.666209425	0.489274851
Stard3nl	63.39452367	85.39770901	103.420031	108.9575708	104.055955	62.95679066	47.94893536
Stk11	48.10967804	58.94907472	63.77017888	70.54091969	47.67781214	39.63946078	48.92748506
Efna2	62.64280995	61.63876635	52.53605411	42.39078742	42.80562696	8.993827237	7.82839761
Atp5f1d	309.4554811	320.745726	382.2906579	389.1341814	473.6460023	677.8680899	488.2963009
Ppp5c	50.3648192	51.77656373	63.77017888	61.59911297	96.39966396	120.5839059	102.2584438
Cdk12	17.53998678	19.72440523	20.81617238	12.25358699	4.872185182	6.662094249	14.67824552
Lipe	3.507997357	3.586255496	6.277893258	8.941806722	7.308277773	5.995884824	4.403473656
Pafah1b2	131.0487584	182.6748894	191.9713675	178.5049564	90.13542587	65.62162836	142.8682564
Tbc1d8	2.255141158	3.137973559	5.947477823	10.26651883	7.656291	12.32487436	9.785497013
Cnot11	26.05940894	21.51753298	17.51201804	23.5136399	14.61655555	16.65523562	18.10316947
Slc2a3	60.13709755	16.3622907	34.03278977	39.07900715	57.77019573	90.60448179	107.6404671
Foxj2	4.009139837	7.844933899	15.85994086	15.23418923	11.83244973	9.326931949	21.52809343
Sri	38.08682845	33.39700431	29.73738912	35.43604886	34.80132273	34.6428901	21.52809343
Dgcr2	71.66337458	80.01832577	104.0808619	109.9511049	94.31158459	52.29743986	64.09500543
Irf3	42.847682	45.27647564	31.38946629	32.78662465	21.92483332	16.65523562	27.88866649
Bcl2l12	18.2917005	13.67259908	5.947477823	6.623560535	4.176158727	2.6648377	2.935649104
Zfp959	13.02970447	13.44845811	9.25163217	8.610628695	10.44039682	4.663465975	5.871298208
Mpnd	90.45621756	150.3985899	139.4353134	142.0753735	132.5930396	119.2514871	88.55874797
Sh3gl1	56.62910019	57.82836988	50.5535615	59.28086679	48.72185182	40.30567021	32.78141499
Ebi3	2.004569918	3.137973559	6.608308693	6.954738561	10.44039682	2.6648377	1.957099403
Yju2	10.77456331	11.87947133	14.53827912	11.26005291	13.22450264	11.32556022	11.25332156
Ranbp2	96.9710698	83.60458126	66.7439178	39.74136321	27.14503173	35.97530895	77.79470125
Edar	0.25057124	0.448281937	0.330415435	1.324712107	0	0.666209425	0.978549701
Grk5	6.514852234	7.62079293	14.53827912	7.948272642	9.048343909	11.65866494	5.871298208
Dvl3	38.83854217	50.20757695	77.97804257	47.68963585	24.36092591	15.9890262	33.27068984
Abcf3	34.32825985	43.03506596	45.26691454	49.01434796	57.07416928	62.29058123	54.30950842
Eif2b5	84.94365029	80.4666077	77.97804257	79.15154839	68.906619	55.62848698	59.20225693
Cyth2	75.42194317	164.9677528	182.3893199	181.1543806	185.4910501	115.9204399	101.2798941
Sult2b1	0.50114248	0	0.660830869	2.318246187	2.784105818	14.65660735	11.74259642
Car11	4.009139837	16.58643167	45.59732998	69.87856364	98.48774332	199.8628275	177.6067708
Dlgap1	0.25057124	3.362114528	20.48575695	23.5136399	34.80132273	143.2350264	277.4188403
Plag1	12.02741951	10.08634358	3.964985216	3.311780267	1.740066136	0.999314137	5.871298208
Hck	1.503427439	1.56898678	2.973738912	2.649424214	4.872185182	2.997942412	1.467824552
Mrpl4	62.14166747	64.55259894	58.48353193	68.55385153	66.47052641	94.26863363	87.09092341
Keap1	18.79284298	25.10378848	43.28442194	37.42311702	48.02582537	48.30018331	54.30950842
Ap1m2	3.758568597	0.896563874	1.982492608	3.642958294	1.740066136	0.999314137	0.978549701
Glg1	51.11653292	65.00088087	96.81172235	70.20974167	52.54999732	55.96159169	131.6149348
Atp8b3	1.002284959	1.56898678	3.304154346	2.318246187	3.132119046	1.33241885	0.489274851
Btbd2	55.12567275	76.2079293	91.19465996	88.75571117	69.25463223	66.62094249	76.81615155
Csnk1g2	113.0076291	110.9497794	99.12463039	106.9705026	121.1086031	165.8861468	166.8427241
Abhd17a	77.42651309	113.4153301	129.8532658	143.7312636	221.6844258	379.7393722	238.2768523
Mob3a	27.0616939	27.34519816	38.98902129	28.15013227	34.80132273	6.662094249	7.33912276
Cacnb3	40.34196961	115.2084578	189.6584595	191.0897214	156.2579391	157.2254243	204.5168876
Ccdc65	0.751713719	1.344845811	5.286646954	5.961204481	6.264238091	7.994513099	5.871298208
Fkbp11	12.02741951	3.362114528	4.29540065	7.617094615	3.8281455	2.997942412	3.424923954
Ddx23	61.38995375	71.05268702	51.21439237	61.930291	34.80132273	27.98079585	71.92340304
Pld3	20.54684166	48.86273114	93.17715257	130.8153206	232.4728358	554.2862415	427.1369446
Grik5	31.07083373	71.05268702	137.7832362	98.69105197	120.7605899	115.5873352	174.6711217
Cd79a	0.25057124	0.224140969	0	0.662356053	1.740066136	2.331732987	0.489274851
Rabac1	73.41737326	117.6740085	220.7175103	275.5401182	493.1347431	557.9503934	334.6639978
Etv3	12.02741951	13.22431714	16.85118717	14.24065515	8.004304228	11.65866494	17.61389462
Prkcsh	71.1622321	84.94942707	103.420031	92.72984749	93.61555814	63.62300008	68.98775394
Elavl3	24.5559815	134.7087221	286.1397664	223.8763461	197.3234999	65.95473307	110.5761162
Rab3b	4.760853556	11.4311894	58.15311649	60.93675692	112.7562856	81.94375927	78.2839761
St8sia6	0	0	0.330415435	0	0	0.666209425	0.489274851
Fcgrt	5.512567275	9.18977971	22.46824955	26.16306411	32.71324336	24.98285343	14.67824552
Nosip	31.32140497	34.29356819	42.62359107	47.0272798	49.06986505	48.96639273	37.6741635
Pih1d1	89.70450384	99.51859003	90.20341365	110.6134609	112.0602592	58.62642939	34.7385144
Rps11	2078.488434	1878.973739	1397.657288	1442.611484	1037.427431	493.9942886	550.434207
Supt5	81.43565293	87.6391187	99.45504582	105.3146125	88.74337296	72.61682732	116.4474145
Dll3	35.58111605	45.50061661	31.71988172	15.89654528	14.96456877	5.329675399	3.424923954
Paf1	46.10510812	49.08687211	69.05682584	50.00788204	52.20198409	31.31184297	51.86313417
Timm50	111.2536305	92.57022	59.80519367	64.24853719	87.35132005	42.6374032	33.27068984
Med29	63.64509491	49.08687211	43.61483737	48.68316993	41.06556082	58.29332468	57.73443238
Bicd1	1.503427439	1.120704843	2.312908042	2.980602241	0.696026455	1.998628275	2.935649104
Ncstn	27.0616939	42.36264305	47.57982259	43.05314348	30.97317723	25.98216757	44.03473656
Pex19	61.64052499	69.70784121	70.04807214	73.85269996	76.56291	73.94924617	46.97038566
Phyhip	1.503427439	1.344845811	4.956231519	5.630026455	22.27284655	320.1136287	438.879541
Crhr2	0.50114248	0.224140969	0.660830869	1.324712107	0.348013227	0	2.935649104
Inmt	2.004569918	0	0.660830869	0.331178027	0.348013227	1.998628275	5.382023357
Cyp4f18	0	0	0.660830869	0	0	0	0
Impdh1	18.54227174	23.31066073	39.64985216	42.39078742	65.0784735	54.96227756	40.12053775
Dusp3	6.765423474	8.069074867	20.15534151	26.16306411	23.31688623	105.9272986	208.9203612
Prodh	8.268850913	4.034537434	1.652077173	2.649424214	4.176158727	22.98422516	42.56691201
Ess2	20.29627042	26.67277526	29.07655825	24.50717398	26.44900527	20.65249217	13.69969582
Slc25a1	42.34653952	63.20775313	95.15964517	114.5875973	114.844365	55.62848698	40.12053775
Dgcr6	76.92537061	102.6565636	98.46379952	112.6005291	149.2976745	146.8991782	84.64454916
Ddr1	65.90023606	147.2606163	106.0633545	79.48272642	62.29436768	55.29538227	54.79878327
Ier3	2.505712398	4.482819371	6.938724127	8.610628695	8.004304228	15.32281677	11.25332156
Fosb	2.505712398	0	0	0.662356053	1.392052909	6.328989537	13.21042097
Klc4	24.05483902	36.75911884	29.73738912	25.16953003	21.92483332	20.65249217	20.54954373
Ercc1	43.59939572	42.81092499	36.34569781	43.3843215	30.27715077	18.32075919	34.24923954
Cyp17a1	0	0	0	0	0	0.333104712	0
As3mt	25.05712398	14.56916295	44.93649911	25.50070806	25.05695236	15.32281677	14.18897067
Homer3	70.15994714	67.91471346	34.3632052	36.42958294	29.23311109	16.98834034	29.35649104
Crtc1	10.77456331	22.86237879	57.49228563	44.37785558	35.49734918	38.30704193	92.96222162
Rnf215	14.28256067	24.2072246	35.35445151	34.11133675	51.15794441	23.31732987	22.50664313
Sec14l2	5.512567275	2.689691622	5.286646954	4.967670401	10.09238359	22.65112045	36.6956138
Aven	19.04341422	12.32775327	10.24287847	10.92887488	10.44039682	9.326931949	10.27477186
Cp	6.264280995	2.689691622	8.260385866	5.630026455	5.916224864	4.996570687	2.935649104
Crot	29.31683505	27.56933913	13.54703282	17.22125739	21.22880686	29.64631941	26.91011679
Rps6ka1	13.53084695	13.44845811	20.15534151	14.24065515	19.1407275	9.326931949	9.785497013
Calb2	2.004569918	23.31066073	49.56231519	94.05455959	148.6016481	81.61065455	9.785497013
Snrnp200	113.7593429	94.58748872	99.45504582	82.79450668	66.47052641	42.97050791	71.43412819
Ciao1	22.55141158	27.12105719	17.1816026	25.50070806	28.53708464	58.95953411	36.20633895
Has1	0	0	0.660830869	0.99353408	0.348013227	1.33241885	2.446374253
Taf6l	21.79969786	21.51753298	18.50326434	26.49424214	22.968873	9.993141374	15.65679522
Insig2	12.77913323	19.72440523	24.45074216	25.83188609	21.22880686	37.3077278	46.97038566
Kpna6	24.30541026	39.8970924	52.20563867	44.70903361	24.01291268	36.64151837	68.98775394
Man1a	5.512567275	3.810396465	16.85118717	13.5782991	11.4844365	34.97599481	33.27068984
Itpkc	6.264280995	10.75876649	11.56454021	14.24065515	14.96456877	5.329675399	3.914198805
Coq8b	10.27342083	17.25885458	17.51201804	19.20832555	18.79271427	20.98559689	20.06026888
Brd8	49.36253424	45.94889855	44.93649911	39.41018518	33.75728305	21.65180631	28.37794134
Kif20a	137.8141819	75.98378833	17.84243347	17.88361344	8.352317455	0.999314137	1.467824552
Farsa	63.39452367	68.13885443	65.75267149	81.13861655	90.13542587	41.97119377	47.45966051
Gcdh	16.03655935	14.56916295	9.912463039	15.56536726	15.312582	18.98696861	20.54954373
Mast2	28.06397886	52.6731276	104.0808619	89.41806722	55.68211637	32.97736653	76.3268767
Dnase2a	6.264280995	3.810396465	2.312908042	3.311780267	4.872185182	4.330361262	4.403473656
Rad23a	34.82940233	40.5695153	49.23189976	43.71549953	48.72185182	78.61271214	81.70890006
Calr	577.0655652	500.7309237	513.7960008	480.2081388	384.9026294	379.7393722	527.438289
Syce2	46.10510812	39.22466949	14.20786369	16.89007936	28.88509786	2.997942412	7.33912276
