dataset_id,input_rows,unique_gene_names,duplicate_gene_rows,T,reps,raw_missing_rate,zero_rate,nonpositive_rate,value_min,value_max,value_median,input_sha256,derivation_sha256,derivation_description,genes_after_dedup,genes_after_repeat_filter,genes_after_missing_filter,genes_after_threshold_filter,final_retained_genes
R1_brain_trajectory,1999,1999,0,7,0,0.0,0.10641,0.10641,0.0,5641.1103,19.8249,,ef8e6ae3915c50bcef518d737b915e9e36d83bb2bb02c59cf643b27a105a45ac,,,,,,
